instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
record_665,winter,2012yr,oct,no_holiday,weekday_5,workday,Mist,0.545833,0.52275,0.807083,0.132467,1182,6262,7444
record_666,winter,2012yr,oct,no_holiday,weekday_6,not_workday,Mist,0.53,0.515133,0.72,0.235692,2643,5209,7852
record_667,winter,2012yr,oct,no_holiday,weekday_0,not_workday,Mist,0.4775,0.467771,0.694583,0.398008,998,3461,4459
record_668,winter,2012yr,oct,no_holiday,weekday_1,workday,Light Snow-Light Rain,0.44,0.4394,0.88,0.3582,2,20,22
record_669,winter,2012yr,oct,no_holiday,weekday_2,workday,Mist,0.318182,0.309909,0.825455,0.213009,87,1009,1096
record_670,winter,2012yr,oct,no_holiday,weekday_3,workday,Mist,0.3575,0.3611,0.666667,0.166667,419,5147,5566
record_671,winter,2012yr,nov,no_holiday,weekday_4,workday,Mist,0.365833,0.369942,0.581667,0.157346,466,5520,5986
record_672,winter,2012yr,nov,no_holiday,weekday_5,workday,Clear,0.355,0.356042,0.522083,0.266175,618,5229,5847
record_673,winter,2012yr,nov,no_holiday,weekday_6,not_workday,Mist,0.343333,0.323846,0.49125,0.270529,1029,4109,5138
record_674,winter,2012yr,nov,no_holiday,weekday_0,not_workday,Clear,0.325833,0.329538,0.532917,0.179108,1201,3906,5107
record_675,winter,2012yr,nov,no_holiday,weekday_1,workday,Clear,0.319167,0.308075,0.494167,0.236325,378,4881,5259
record_676,winter,2012yr,nov,no_holiday,weekday_2,workday,Clear,0.280833,0.281567,0.567083,0.173513,466,5220,5686
record_677,winter,2012yr,nov,no_holiday,weekday_3,workday,Mist,0.295833,0.274621,0.5475,0.304108,326,4709,5035
record_678,winter,2012yr,nov,no_holiday,weekday_4,workday,Clear,0.352174,0.341891,0.333478,0.347835,340,4975,5315
record_679,winter,2012yr,nov,no_holiday,weekday_5,workday,Clear,0.361667,0.355413,0.540833,0.214558,709,5283,5992
record_680,winter,2012yr,nov,no_holiday,weekday_6,not_workday,Clear,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536
record_681,winter,2012yr,nov,no_holiday,weekday_0,not_workday,Clear,0.420833,0.421713,0.659167,0.1275,2290,4562,6852
record_682,winter,2012yr,nov,holiday,weekday_1,not_workday,Clear,0.485,0.475383,0.741667,0.173517,1097,5172,6269
record_683,winter,2012yr,nov,no_holiday,weekday_2,workday,Mist,0.343333,0.323225,0.662917,0.342046,327,3767,4094
record_684,winter,2012yr,nov,no_holiday,weekday_3,workday,Clear,0.289167,0.281563,0.552083,0.199625,373,5122,5495
record_685,winter,2012yr,nov,no_holiday,weekday_4,workday,Mist,0.321667,0.324492,0.620417,0.152987,320,5125,5445
record_686,winter,2012yr,nov,no_holiday,weekday_5,workday,Clear,0.345,0.347204,0.524583,0.171025,484,5214,5698
record_687,winter,2012yr,nov,no_holiday,weekday_6,not_workday,Clear,0.325,0.326383,0.545417,0.179729,1313,4316,5629
record_688,winter,2012yr,nov,no_holiday,weekday_0,not_workday,Clear,0.3425,0.337746,0.692917,0.227612,922,3747,4669
record_689,winter,2012yr,nov,no_holiday,weekday_1,workday,Mist,0.380833,0.375621,0.623333,0.235067,449,5050,5499
record_690,winter,2012yr,nov,no_holiday,weekday_2,workday,Mist,0.374167,0.380667,0.685,0.082725,534,5100,5634
record_691,winter,2012yr,nov,no_holiday,weekday_3,workday,Clear,0.353333,0.364892,0.61375,0.103246,615,4531,5146
record_692,winter,2012yr,nov,holiday,weekday_4,not_workday,Clear,0.34,0.350371,0.580417,0.0528708,955,1470,2425
record_693,winter,2012yr,nov,no_holiday,weekday_5,workday,Clear,0.368333,0.378779,0.56875,0.148021,1603,2307,3910
record_694,winter,2012yr,nov,no_holiday,weekday_6,not_workday,Clear,0.278333,0.248742,0.404583,0.376871,532,1745,2277
record_695,winter,2012yr,nov,no_holiday,weekday_0,not_workday,Clear,0.245833,0.257583,0.468333,0.1505,309,2115,2424
record_696,winter,2012yr,nov,no_holiday,weekday_1,workday,Clear,0.313333,0.339004,0.535417,0.04665,337,4750,5087
record_697,winter,2012yr,nov,no_holiday,weekday_2,workday,Mist,0.291667,0.281558,0.786667,0.237562,123,3836,3959
record_698,winter,2012yr,nov,no_holiday,weekday_3,workday,Clear,0.296667,0.289762,0.50625,0.210821,198,5062,5260
record_699,winter,2012yr,nov,no_holiday,weekday_4,workday,Clear,0.28087,0.298422,0.555652,0.115522,243,5080,5323
record_700,winter,2012yr,nov,no_holiday,weekday_5,workday,Clear,0.298333,0.323867,0.649583,0.0584708,362,5306,5668
record_701,winter,2012yr,dec,no_holiday,weekday_6,not_workday,Mist,0.298333,0.316904,0.806667,0.0597042,951,4240,5191
record_702,winter,2012yr,dec,no_holiday,weekday_0,not_workday,Mist,0.3475,0.359208,0.823333,0.124379,892,3757,4649
record_703,winter,2012yr,dec,no_holiday,weekday_1,workday,Clear,0.4525,0.455796,0.7675,0.0827208,555,5679,6234
record_704,winter,2012yr,dec,no_holiday,weekday_2,workday,Clear,0.475833,0.469054,0.73375,0.174129,551,6055,6606
record_705,winter,2012yr,dec,no_holiday,weekday_3,workday,Clear,0.438333,0.428012,0.485,0.324021,331,5398,5729
record_706,winter,2012yr,dec,no_holiday,weekday_4,workday,Clear,0.255833,0.258204,0.50875,0.174754,340,5035,5375
record_707,winter,2012yr,dec,no_holiday,weekday_5,workday,Mist,0.320833,0.321958,0.764167,0.1306,349,4659,5008
record_708,winter,2012yr,dec,no_holiday,weekday_6,not_workday,Mist,0.381667,0.389508,0.91125,0.101379,1153,4429,5582
record_709,winter,2012yr,dec,no_holiday,weekday_0,not_workday,Mist,0.384167,0.390146,0.905417,0.157975,441,2787,3228
record_710,winter,2012yr,dec,no_holiday,weekday_1,workday,Mist,0.435833,0.435575,0.925,0.190308,329,4841,5170
record_711,winter,2012yr,dec,no_holiday,weekday_2,workday,Mist,0.353333,0.338363,0.596667,0.296037,282,5219,5501
record_712,winter,2012yr,dec,no_holiday,weekday_3,workday,Mist,0.2975,0.297338,0.538333,0.162937,310,5009,5319
record_713,winter,2012yr,dec,no_holiday,weekday_4,workday,Clear,0.295833,0.294188,0.485833,0.174129,425,5107,5532
record_714,winter,2012yr,dec,no_holiday,weekday_5,workday,Clear,0.281667,0.294192,0.642917,0.131229,429,5182,5611
record_715,winter,2012yr,dec,no_holiday,weekday_6,not_workday,Clear,0.324167,0.338383,0.650417,0.10635,767,4280,5047
record_716,winter,2012yr,dec,no_holiday,weekday_0,not_workday,Mist,0.3625,0.369938,0.83875,0.100742,538,3248,3786
record_717,winter,2012yr,dec,no_holiday,weekday_1,workday,Mist,0.393333,0.4015,0.907083,0.0982583,212,4373,4585
record_718,winter,2012yr,dec,no_holiday,weekday_2,workday,Clear,0.410833,0.409708,0.66625,0.221404,433,5124,5557
record_719,winter,2012yr,dec,no_holiday,weekday_3,workday,Clear,0.3325,0.342162,0.625417,0.184092,333,4934,5267
record_720,winter,2012yr,dec,no_holiday,weekday_4,workday,Mist,0.33,0.335217,0.667917,0.132463,314,3814,4128
record_721,spring,2012yr,dec,no_holiday,weekday_5,workday,Mist,0.326667,0.301767,0.556667,0.374383,221,3402,3623
record_722,spring,2012yr,dec,no_holiday,weekday_6,not_workday,Clear,0.265833,0.236113,0.44125,0.407346,205,1544,1749
record_723,spring,2012yr,dec,no_holiday,weekday_0,not_workday,Clear,0.245833,0.259471,0.515417,0.133083,408,1379,1787
record_724,spring,2012yr,dec,no_holiday,weekday_1,workday,Mist,0.231304,0.2589,0.791304,0.0772304,174,746,920
record_725,spring,2012yr,dec,holiday,weekday_2,not_workday,Mist,0.291304,0.294465,0.734783,0.168726,440,573,1013
record_726,spring,2012yr,dec,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.243333,0.220333,0.823333,0.316546,9,432,441
record_727,spring,2012yr,dec,no_holiday,weekday_4,workday,Mist,0.254167,0.226642,0.652917,0.350133,247,1867,2114
record_728,spring,2012yr,dec,no_holiday,weekday_5,workday,Mist,0.253333,0.255046,0.59,0.155471,644,2451,3095
record_729,spring,2012yr,dec,no_holiday,weekday_6,not_workday,Mist,0.253333,0.2424,0.752917,0.124383,159,1182,1341
record_730,spring,2012yr,dec,no_holiday,weekday_0,not_workday,Clear,0.255833,0.2317,0.483333,0.350754,364,1432,1796
record_731,spring,2012yr,dec,no_holiday,weekday_1,workday,Mist,0.215833,0.223487,0.5775,0.154846,439,2290,2729
